1,310000
1,282000
1,286000
1,275000
1,279000
1,278000
1,276000
1,289000
1,286000
1,271000
1,285000
1,309000
1,280000
1,263000
1,259000
1,260000
1,271000
1,285000
1,305000
1,289000
1,283000
1,283000
1,282000
1,282000
1,290000
1,275000
1,283000
1,293000
1,297000
1,290000
p 
1,537000
1,592000
1,620000
1,595000
1,591000
1,607000
1,610000
1,600000
1,594000
1,608000
1,607000
1,598000
1,609000
1,623000
1,595000
1,617000
1,618000
1,593000
1,630000
1,633000
1,626000
1,628000
1,609000
1,641000
1,614000
1,595000
1,597000
1,601000
1,615000
1,583000
r 
1,206000
1,197000
1,193000
1,209000
1,202000
1,204000
1,200000
1,195000
1,206000
1,226000
1,205000
1,202000
1,196000
1,217000
1,197000
1,206000
1,193000
1,200000
1,217000
1,204000
1,207000
1,209000
1,206000
1,203000
1,210000
1,189000
1,209000
1,192000
1,204000
1,206000
