0,546000
0,547000
0,548000
0,553000
0,549000
0,549000
0,552000
0,542000
0,546000
0,547000
0,545000
0,549000
0,544000
0,547000
0,545000
0,543000
0,545000
0,545000
0,546000
0,545000
0,546000
0,542000
0,549000
0,546000
0,549000
0,556000
0,549000
0,547000
0,556000
0,548000
p 
0,691000
0,687000
0,693000
0,688000
0,687000
0,693000
0,683000
0,688000
0,686000
0,694000
0,690000
0,678000
0,708000
0,687000
0,682000
0,678000
0,685000
0,682000
0,687000
0,685000
0,687000
0,689000
0,687000
0,680000
0,694000
0,683000
0,684000
0,682000
0,688000
0,679000
r 
0,531000
0,539000
0,538000
0,535000
0,535000
0,531000
0,533000
0,533000
0,527000
0,539000
0,539000
0,529000
0,530000
0,532000
0,530000
0,530000
0,536000
0,539000
0,535000
0,539000
0,528000
0,533000
0,529000
0,541000
0,562000
0,548000
0,535000
0,534000
0,533000
0,540000
