14,252000
14,828000
15,119000
14,808000
14,837000
14,953000
14,770000
14,998000
14,923000
15,235000
15,073000
15,103000
14,871000
14,856000
14,830000
14,822000
14,782000
14,777000
14,980000
14,852000
14,847000
14,887000
14,811000
15,299000
15,221000
14,933000
15,033000
14,983000
14,876000
14,890000
p 
18,307000
18,957000
19,237000
19,084000
18,987000
19,090000
19,305000
19,071000
19,069000
19,181000
19,151000
19,003000
19,113000
19,149000
19,114000
18,980000
19,015000
18,974000
19,080000
19,196000
19,358000
19,161000
19,050000
19,184000
19,117000
19,342000
19,133000
19,306000
19,123000
19,143000
r 
13,595000
13,849000
13,889000
13,829000
13,763000
13,840000
13,652000
13,533000
13,623000
13,563000
13,590000
13,570000
13,506000
13,503000
13,495000
13,520000
13,531000
13,500000
13,482000
13,518000
13,487000
13,524000
13,514000
13,550000
13,882000
13,550000
13,448000
13,399000
13,469000
13,413000
