32,882000
33,738000
34,585000
34,824000
34,636000
33,666000
33,609000
33,605000
32,569000
33,534000
33,755000
33,469000
33,410000
33,621000
33,918000
33,726000
33,561000
33,524000
33,797000
33,845000
33,615000
33,597000
33,659000
33,658000
33,913000
33,844000
33,689000
33,572000
33,501000
33,603000
p 
42,305000
43,679000
43,676000
43,464000
43,479000
43,591000
43,573000
43,275000
44,017000
43,984000
43,708000
43,107000
43,601000
43,460000
43,323000
43,023000
43,276000
43,184000
43,583000
43,490000
43,585000
43,574000
43,788000
44,381000
44,112000
43,579000
43,775000
43,907000
44,312000
43,766000
r 
32,008000
31,992000
32,017000
31,986000
32,101000
31,969000
31,845000
31,916000
31,926000
32,032000
31,955000
31,873000
31,750000
31,821000
31,835000
31,854000
31,875000
31,841000
31,857000
31,761000
31,850000
31,939000
31,944000
31,825000
31,995000
32,314000
32,200000
31,826000
32,218000
32,463000
