7,841000
8,084000
8,207000
8,186000
8,350000
8,212000
8,189000
8,086000
8,204000
8,219000
8,210000
8,206000
8,181000
8,147000
8,145000
8,102000
8,117000
8,162000
8,128000
8,220000
8,302000
8,113000
8,147000
8,203000
8,179000
8,174000
8,170000
8,221000
8,202000
8,158000
p 
10,054000
10,315000
10,319000
10,408000
10,411000
10,366000
10,422000
10,443000
10,465000
10,646000
10,417000
10,434000
10,425000
10,516000
10,586000
10,517000
10,425000
10,369000
10,338000
10,353000
9,921000
10,385000
10,255000
10,313000
10,254000
10,378000
10,430000
10,629000
11,387000
10,672000
r 
7,574000
7,519000
7,678000
7,778000
7,615000
7,527000
7,623000
7,501000
7,532000
7,571000
7,493000
7,561000
7,559000
7,509000
7,538000
7,661000
7,542000
7,511000
7,487000
7,460000
7,516000
7,484000
7,467000
7,472000
7,466000
7,481000
7,464000
7,502000
7,478000
7,647000
